Title of Product,Link of Product,Item No of Ebay,Description,Condition,Price,Dict Data Multifield,image,Shipping Charge,Courier,Return Policy
Brooks Trance 11 Womens Running Shoes Blue Low Top Lace Up 1201051B431 7.5 B New,https://www.ebay.com/itm/Brooks-Trance-11-Womens-Running-Shoes-Blue-Low-Top-Lace-Up-1201051B431-7-5-B-New/193232790945?hash=item2cfd9265a1:g:yxoAAOSwIWBd4IQc,193232790945,"
Brooks Trance 11 Women's Running Shoes Blue Low Top Lace Up 1201051B431 7.5 B New

Brooks Trance 11. Sku: D13.

Brand: Brooks
Size: 7.5
Style: Running Shoes 
Color: Blue
Eu Size: 38.5
Width: B
Style Number: 1201051B431
Shoe Height: Low Top
Activity: Running
Product Line: Brooks Trance 11
Pattern: Solid 
Fastening: Lace-Up
Country/Region Of Manufacture: China

Sold as pictured. Thanks for looking!

We accept unused/unworn returns for any reason within 30 days, just message us with any questions if you’re not 100% satisfied and we will respond within 24 hours.",New without box,US $99.00,"{' Condition': 'New without box', ' Brand': 'Brooks', ' Activity': 'Running', ' Closure': 'Lace Up', ' Shoe Height': 'Low Top', ' Type': 'Athletic', ' Pattern': 'Solid', ' Country/Region of Manufacture': 'China', ' Style Number (Mpn)': '1201051B431', ' Style': 'Running Shoes', ' Width': 'B', ' Color': 'Blue', ' Department': 'Women', ' Eu Size': '38.5', ' Shoe Shaft Style': 'Low Top', ' Product Line': 'Brooks Trance 11', ' Size': '7.5', ' Fastening': 'Lace Up', ' UPC': '883439470749'}",",https://i.ebayimg.com/images/g/yxoAAOSwIWBd4IQc/s-l300.jpg,https://i.ebayimg.com/images/g/dskAAOSwzoxd4IQd/s-l300.jpg,https://i.ebayimg.com/images/g/nCkAAOSwFw1d4IQe/s-l300.jpg,https://i.ebayimg.com/images/g/5osAAOSwRs1d4IQf/s-l300.jpg,https://i.ebayimg.com/images/g/JOIAAOSwxUJd4IQg/s-l300.jpg,https://i.ebayimg.com/images/g/65EAAOSwnU1d4IQh/s-l300.jpg,https://i.ebayimg.com/images/g/yxoAAOSwIWBd4IQc/s-l300.jpg,https://i.ebayimg.com/images/g/dskAAOSwzoxd4IQd/s-l300.jpg,https://i.ebayimg.com/images/g/nCkAAOSwFw1d4IQe/s-l300.jpg,https://i.ebayimg.com/images/g/5osAAOSwRs1d4IQf/s-l300.jpg,https://i.ebayimg.com/images/g/JOIAAOSwxUJd4IQg/s-l300.jpg,https://i.ebayimg.com/images/g/65EAAOSwnU1d4IQh/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Adidas Originals Mens Primeknit Linen Running Shoes Khaki Lace Up BY1912 18 New,https://www.ebay.com/itm/Adidas-Originals-Mens-Primeknit-Linen-Running-Shoes-Khaki-Lace-Up-BY1912-18-New/193266681266?hash=item2cff9785b2:g:lyYAAOSwYKBd~l7p,193266681266,"

Adidas Originals Mens Primeknit Linen Running Shoes Khaki Lace Up BY1912 18 New

Brand: Adidas
Style: Running Shoes 
Size: 18
Color: Khaki
Style Number: BY1912
Activity: Running
Pattern: Solid 
Fastening: Lace Up
Year: 2017
Features: Breathable
Shoe Height: Low Top
Country/Region Of Manufacture: Vietnam

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",New without box,US $150.00,"{' Condition': 'New without box', ' Brand': 'adidas', ' Pattern': 'Solid', ' Style': 'Running Shoes', ' Fastening': 'Lace Up', ' Size': '18', ' Year': '2017', ' Color': 'Khaki', ' Features': 'Breathable', ' Style Number (Mpn)': 'BY1912', ' Shoe Height': 'Low Top', ' Activity': 'Running', ' Country/Region of Manufacture': 'Vietnam', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/lyYAAOSwYKBd~l7p/s-l300.jpg,https://i.ebayimg.com/images/g/57gAAOSwDYZd~l7q/s-l300.jpg,https://i.ebayimg.com/images/g/EQAAAOSwyKld~l7r/s-l300.jpg,https://i.ebayimg.com/images/g/0nEAAOSw9KBd~l7s/s-l300.jpg,https://i.ebayimg.com/images/g/BW0AAOSw4vpd~l7s/s-l300.jpg,https://i.ebayimg.com/images/g/lyYAAOSwYKBd~l7p/s-l300.jpg,https://i.ebayimg.com/images/g/57gAAOSwDYZd~l7q/s-l300.jpg,https://i.ebayimg.com/images/g/EQAAAOSwyKld~l7r/s-l300.jpg,https://i.ebayimg.com/images/g/0nEAAOSw9KBd~l7s/s-l300.jpg,https://i.ebayimg.com/images/g/BW0AAOSw4vpd~l7s/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Betsey Johnson Womens Cece Pumps Heels Red Ankle Straps Buckle Pointed Toe 7.5 M,https://www.ebay.com/itm/Betsey-Johnson-Womens-Cece-Pumps-Heels-Red-Ankle-Straps-Buckle-Pointed-Toe-7-5-M/193313042217?hash=item2d025aef29:g:U10AAOSw7bZeKfkD,193313042217,"

Betsey Johnson Womens Cece Pumps Heels Red Ankle Straps Buckle Pointed Toe 7.5 M

4.5” heel

Brand: Betsey Johnson
Style: Classic Pump 
Size: 7.5
Heel Type: Slim Heels Shoes 
Heel Height: High (3 In. To 4.5 In.)
Color: Red
Eu Size: EU 38.5 
Shoe Width: M
Country/Region Of Manufacture: China
Pattern: Solid 
Fastening: Buckle
Features: Pointed Toe

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-Measurements are approximate, please measure and check your favorite items at home to estimate fit
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",Pre-owned,US $80.00,"{' Condition': 'Pre-owned', ' Color': 'Red', ' Eu Size': 'EU 38.5', ' Brand': 'Betsey Johnson', ' Shoe Width': 'M', ' Style': 'Classic Pump', ' Country/Region of Manufacture': 'China', ' Size': '7.5', ' Pattern': 'Solid', ' Heel Type': 'Slim Heels Shoes', ' Features': 'Pointed Toe', ' Heel Height': 'High (3 in. to 4.5 in.)', ' Fastening': 'Ankle Strap', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/U10AAOSw7bZeKfkD/s-l300.jpg,https://i.ebayimg.com/images/g/PBsAAOSwAj9eKfkE/s-l300.jpg,https://i.ebayimg.com/images/g/vCAAAOSwOEJeKfkF/s-l300.jpg,https://i.ebayimg.com/images/g/da4AAOSwg8FeKfkF/s-l300.jpg,https://i.ebayimg.com/images/g/fuoAAOSwlj9eKfkG/s-l300.jpg,https://i.ebayimg.com/images/g/P2AAAOSw1y1eKfkH/s-l300.jpg,https://i.ebayimg.com/images/g/82gAAOSwh4BeKfkH/s-l300.jpg,https://i.ebayimg.com/images/g/YT0AAOSwmdteKfkI/s-l300.jpg,https://i.ebayimg.com/images/g/eSsAAOSwGrBeKfkK/s-l300.jpg,https://i.ebayimg.com/images/g/gXMAAOSwdkNeKfkL/s-l300.jpg,https://i.ebayimg.com/images/g/U10AAOSw7bZeKfkD/s-l300.jpg,https://i.ebayimg.com/images/g/PBsAAOSwAj9eKfkE/s-l300.jpg,https://i.ebayimg.com/images/g/vCAAAOSwOEJeKfkF/s-l300.jpg,https://i.ebayimg.com/images/g/da4AAOSwg8FeKfkF/s-l300.jpg,https://i.ebayimg.com/images/g/fuoAAOSwlj9eKfkG/s-l300.jpg,https://i.ebayimg.com/images/g/P2AAAOSw1y1eKfkH/s-l300.jpg,https://i.ebayimg.com/images/g/82gAAOSwh4BeKfkH/s-l300.jpg,https://i.ebayimg.com/images/g/YT0AAOSwmdteKfkI/s-l300.jpg,https://i.ebayimg.com/images/g/eSsAAOSwGrBeKfkK/s-l300.jpg,https://i.ebayimg.com/images/g/gXMAAOSwdkNeKfkL/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Allen Edmonds Radcliffe Womens Loafers Flats Shoes Brown Kiltie Wingtip USA 6.5D,https://www.ebay.com/itm/Allen-Edmonds-Radcliffe-Womens-Loafers-Flats-Shoes-Brown-Kiltie-Wingtip-USA-6-5D/193250658906?hash=item2cfea30a5a:g:g8IAAOSwkqNd8EWL,193250658906,"

Allen Edmonds Radcliffe Womens Loafers Flats Shoes Brown Kiltie Wingtip USA 6.5D

Brand: Allen Edmonds
Style: Loafers Flats Shoes 
Size: 6.5
Color: Brown
Shoe Width: D
Country/Region Of Manufacture: United States
Secondary Color: Black
Pattern: Solid 
Features: Kiltie
Fastening: Slip On 
Accents: Wingtip

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business dayThis listing was easily created using the SellHound Posting App!",Pre-owned,US $50.00,"{' Condition': 'Pre-owned', ' Color': 'Brown', ' Features': 'Kiltie', ' Brand': 'Allen Edmonds', ' Fastening': 'Slip On', ' Size': '6.5', ' Accents': 'Wingtip', ' Shoe Width': 'D', ' Country/Region of Manufacture': 'United States', ' Secondary Color': 'Black', ' Style': 'Loafer Flat Shoes', ' Pattern': 'Solid', ' Upper Material': 'Leather', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/g8IAAOSwkqNd8EWL/s-l300.jpg,https://i.ebayimg.com/images/g/5RsAAOSwovFd8EWM/s-l300.jpg,https://i.ebayimg.com/images/g/9i8AAOSwiGRd8EWN/s-l300.jpg,https://i.ebayimg.com/images/g/mssAAOSwAxpd8EWN/s-l300.jpg,https://i.ebayimg.com/images/g/6WAAAOSwpr9d8EWO/s-l300.jpg,https://i.ebayimg.com/images/g/obMAAOSw25Vd8EWP/s-l300.jpg,https://i.ebayimg.com/images/g/g8IAAOSwkqNd8EWL/s-l300.jpg,https://i.ebayimg.com/images/g/5RsAAOSwovFd8EWM/s-l300.jpg,https://i.ebayimg.com/images/g/9i8AAOSwiGRd8EWN/s-l300.jpg,https://i.ebayimg.com/images/g/mssAAOSwAxpd8EWN/s-l300.jpg,https://i.ebayimg.com/images/g/6WAAAOSwpr9d8EWO/s-l300.jpg,https://i.ebayimg.com/images/g/obMAAOSw25Vd8EWP/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Timberland Mens Anti-Fatigue Roll Top Boots Brown Black Lace Up 6138R 9.5 M,https://www.ebay.com/itm/Timberland-Mens-Anti-Fatigue-Roll-Top-Boots-Brown-Black-Lace-Up-6138R-9-5-M/193284639174?hash=item2d00a989c6:g:Q0oAAOSwgtdeD2Br,193284639174,"

Timberland Mens Anti-Fatigue Roll Top Boots Brown Black Lace Up 6138R 9.5 M

Brand: Timberland
Style: Boots 
Size: 9.5
Color: Brown
Secondary Color: Black
Pattern: Solid 
Features: Almond Toe
Fastening: Lace Up

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",Pre-owned,US $60.00,"{' Condition': 'Pre-owned', ' Color': 'Brown', ' Secondary Color': 'Black', ' Brand': 'Timberland', ' Pattern': 'Solid', ' Style': 'Boots', ' Features': 'Almond Toe', ' Size': '9.5', ' Fastening': 'Lace Up', ' Upper Material': 'Unknown', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/Q0oAAOSwgtdeD2Br/s-l300.jpg,https://i.ebayimg.com/images/g/AIUAAOSwgGJeD2Bs/s-l300.jpg,https://i.ebayimg.com/images/g/VVsAAOSwnAJeD2Bt/s-l300.jpg,https://i.ebayimg.com/images/g/YmQAAOSwI4teD2Bu/s-l300.jpg,https://i.ebayimg.com/images/g/hc0AAOSwBGReD2Bv/s-l300.jpg,https://i.ebayimg.com/images/g/KdgAAOSw8V9eD2Bv/s-l300.jpg,https://i.ebayimg.com/images/g/Hf8AAOSwWbReD2Bw/s-l300.jpg,https://i.ebayimg.com/images/g/cagAAOSw3fFeD2Bx/s-l300.jpg,https://i.ebayimg.com/images/g/Q0oAAOSwgtdeD2Br/s-l300.jpg,https://i.ebayimg.com/images/g/AIUAAOSwgGJeD2Bs/s-l300.jpg,https://i.ebayimg.com/images/g/VVsAAOSwnAJeD2Bt/s-l300.jpg,https://i.ebayimg.com/images/g/YmQAAOSwI4teD2Bu/s-l300.jpg,https://i.ebayimg.com/images/g/hc0AAOSwBGReD2Bv/s-l300.jpg,https://i.ebayimg.com/images/g/KdgAAOSw8V9eD2Bv/s-l300.jpg,https://i.ebayimg.com/images/g/Hf8AAOSwWbReD2Bw/s-l300.jpg,https://i.ebayimg.com/images/g/cagAAOSw3fFeD2Bx/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Patagonia Unisex Vintage Made in USA Duffle Bag Luggage 60L,https://www.ebay.com/itm/Patagonia-Unisex-Vintage-Made-in-USA-Duffle-Bag-Luggage-60L/193318429802?hash=item2d02ad246a:g:hEgAAOSwArFc-cTp,193318429802,"
-Patagonia Unisex Vintage Made in USA Duffle 60L -Pre-Owned Circa 2000-Style Number: 48028. Spring 2000, Approximately 60 Liters. Waterproof Canvas. Some black writing on the top, very good condition. No stains on interior. No shoulder strap, YKK zipper. Elegant and a very rare purple. ",Pre-owned,US $200.00,{},",https://i.ebayimg.com/images/g/hEgAAOSwArFc-cTp/s-l300.jpg,https://i.ebayimg.com/images/g/ArQAAOSwmvBc-cTb/s-l300.jpg,https://i.ebayimg.com/images/g/jfMAAOSwnA9c-cTU/s-l300.jpg,https://i.ebayimg.com/images/g/QuEAAOSw1Rhc-cTX/s-l300.jpg,https://i.ebayimg.com/images/g/M04AAOSwnMRc-cTd/s-l300.jpg,https://i.ebayimg.com/images/g/JicAAOSwwZtc-cTg/s-l300.jpg,https://i.ebayimg.com/images/g/MLQAAOSwUmxc-cTj/s-l300.jpg,https://i.ebayimg.com/images/g/i7EAAOSwPrtc-cTm/s-l300.jpg,https://i.ebayimg.com/images/g/hEgAAOSwArFc-cTp/s-l300.jpg,https://i.ebayimg.com/images/g/ArQAAOSwmvBc-cTb/s-l300.jpg,https://i.ebayimg.com/images/g/jfMAAOSwnA9c-cTU/s-l300.jpg,https://i.ebayimg.com/images/g/QuEAAOSw1Rhc-cTX/s-l300.jpg,https://i.ebayimg.com/images/g/M04AAOSwnMRc-cTd/s-l300.jpg,https://i.ebayimg.com/images/g/JicAAOSwwZtc-cTg/s-l300.jpg,https://i.ebayimg.com/images/g/MLQAAOSwUmxc-cTj/s-l300.jpg,https://i.ebayimg.com/images/g/i7EAAOSwPrtc-cTm/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Merrell Mens Moab Rover Moc Wide Shoes Brown Slip Ons J21305W 8.5 W New,https://www.ebay.com/itm/Merrell-Mens-Moab-Rover-Moc-Wide-Shoes-Brown-Slip-Ons-J21305W-8-5-W-New/193305801520?hash=item2d01ec7330:g:L~EAAOSwooFeI0~A,193305801520,"

Merrell Mens Moab Rover Moc Wide Shoes Brown Slip Ons J21305W 8.5 W New

Brand: Merrell
Style: Fashion Sneakers 
Size: 8
Color: Brown
Shoe Width: W
Euro Size: EUR 42
Pattern: Solid 
Features: Moc Toe
Closure: Slip On 

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-Measurements are approximate, please measure and check your favorite items at home to estimate fit
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",New with box,US $80.00,"{' Condition': 'New with box', ' Closure': 'Slip On', ' Color': 'Brown', ' Brand': 'Merrell', ' Shoe Width': 'W', ' Type': 'Casual', ' Product Line': 'Merrell Moab', ' Style': 'Casual Shoes', ' Pattern': 'Solid', "" US Shoe Size (Men's)"": '8.5', ' Euro Size': 'EUR 42', ' Character': 'Rover', ' Department': 'Men', ' Features': 'Moc Toe', ' Size': '8.5', ' UPC': '046118339120'}",",https://i.ebayimg.com/images/g/L~EAAOSwooFeI0~A/s-l300.jpg,https://i.ebayimg.com/images/g/ioIAAOSwqvxeI0~B/s-l300.jpg,https://i.ebayimg.com/images/g/VmcAAOSw0w9eI0~C/s-l300.jpg,https://i.ebayimg.com/images/g/GaQAAOSwfzJeI0~D/s-l300.jpg,https://i.ebayimg.com/images/g/tKsAAOSwM4heI0~D/s-l300.jpg,https://i.ebayimg.com/images/g/otYAAOSwpj1eI0~E/s-l300.jpg,https://i.ebayimg.com/images/g/RgAAAOSwn55eI0~F/s-l300.jpg,https://i.ebayimg.com/images/g/09cAAOSwkXdeI0~G/s-l300.jpg,https://i.ebayimg.com/images/g/L~EAAOSwooFeI0~A/s-l300.jpg,https://i.ebayimg.com/images/g/ioIAAOSwqvxeI0~B/s-l300.jpg,https://i.ebayimg.com/images/g/VmcAAOSw0w9eI0~C/s-l300.jpg,https://i.ebayimg.com/images/g/GaQAAOSwfzJeI0~D/s-l300.jpg,https://i.ebayimg.com/images/g/tKsAAOSwM4heI0~D/s-l300.jpg,https://i.ebayimg.com/images/g/otYAAOSwpj1eI0~E/s-l300.jpg,https://i.ebayimg.com/images/g/RgAAAOSwn55eI0~F/s-l300.jpg,https://i.ebayimg.com/images/g/09cAAOSwkXdeI0~G/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Adidas Mens Response LT Boost Running Shoes Red Black Low Top BB2959 15 New,https://www.ebay.com/itm/Adidas-Mens-Response-LT-Boost-Running-Shoes-Red-Black-Low-Top-BB2959-15-New/193232838955?hash=item2cfd93212b:g:TUQAAOSwed9d4Iw7,193232838955,"
Adidas Mens Response LT Boost Running Shoes Red Black Low Top BB2959 15 New

SKU:D11

Brand: Adidas
Style: Running Shoes 
Size: 15
Color: Red
Style Number: BB2959
Secondary Color: Black
Activity: Running
Pattern: Solid 
Fastening: Lace Up
Features: Breathable
Product Line: Response LT
Shoe Height: Low Top
Country/Region Of Manufacture: Vietnam

Sold as pictured. Thanks for looking!

We accept unused/unworn returns for any reason within 30 days, just message us with any questions if you’re not 100% satisfied and we will respond within 24 hours.",New without box,US $49.99,"{' Condition': 'New without box', ' Brand': 'Adidas', ' Fastening': 'Lace Up', ' Type': 'Athletic', ' Theme': 'Colorful', ' Country/Region of Manufacture': 'Vietnam', ' Activity': 'Running', ' Style': 'Running Shoes', ' Shoe Height': 'Low Top', ' Secondary Color': 'Black', ' Pattern': 'Solid', ' Character': 'Boost', ' Style Number (Mpn)': 'BB2959', ' Color': 'Red', ' Shoe Shaft Style': 'Low Top', ' Features': 'Breathable', ' Department': 'Men', ' Product Line': 'Response LT', ' Size': '15', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/TUQAAOSwed9d4Iw7/s-l300.jpg,https://i.ebayimg.com/images/g/IIsAAOSwNtld4Iw7/s-l300.jpg,https://i.ebayimg.com/images/g/iVAAAOSwA-Vd4Iw8/s-l300.jpg,https://i.ebayimg.com/images/g/vL4AAOSw6sZd4Iw9/s-l300.jpg,https://i.ebayimg.com/images/g/ZgQAAOSw~u5d4Iw-/s-l300.jpg,https://i.ebayimg.com/images/g/zuQAAOSwIWBd4Iw~/s-l300.jpg,https://i.ebayimg.com/images/g/cGQAAOSwfopd4IxA/s-l300.jpg,https://i.ebayimg.com/images/g/iEoAAOSwOxJd4IxB/s-l300.jpg,https://i.ebayimg.com/images/g/TUQAAOSwed9d4Iw7/s-l300.jpg,https://i.ebayimg.com/images/g/IIsAAOSwNtld4Iw7/s-l300.jpg,https://i.ebayimg.com/images/g/iVAAAOSwA-Vd4Iw8/s-l300.jpg,https://i.ebayimg.com/images/g/vL4AAOSw6sZd4Iw9/s-l300.jpg,https://i.ebayimg.com/images/g/ZgQAAOSw~u5d4Iw-/s-l300.jpg,https://i.ebayimg.com/images/g/zuQAAOSwIWBd4Iw~/s-l300.jpg,https://i.ebayimg.com/images/g/cGQAAOSwfopd4IxA/s-l300.jpg,https://i.ebayimg.com/images/g/iEoAAOSwOxJd4IxB/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Brooks Womens Addiction Walker Beast  Shoes Beige Lace Up 1200321B121 6.5 B New,https://www.ebay.com/itm/Brooks-Womens-Addiction-Walker-Beast-Shoes-Beige-Lace-Up-1200321B121-6-5-B-New/193240345437?hash=item2cfe05ab5d:g:TSUAAOSw5G9d5wgC,193240345437,"
Brooks Women's Addiction Walker Beast  Shoes Beige Lace Up 1200321B121 6.5 B New

Brooks Addiction Walker “Beast”

Brand: Brooks
Size: 6.5
Style: Walking Shoes
Color: Beige
EU Size: EU 37.5 
Width: B
Style Number: 1200321B121
Shoe Height: Low Top
Activity: Walking
Pattern: Solid 
Fastening: Lace Up
Features: Round Toe

Sold as pictured. Thanks for looking!

30 day returns on unused/unworn items. 100% authenticity guaranteed.",New without box,US $99.00,"{' Condition': 'New without box', ' Color': 'Beige', ' Shoe Height': 'Low Top', ' Brand': 'Brooks', ' Pattern': 'Solid', ' Size': '6.5', ' Fastening': 'Lace Up', ' Eu Size': 'EU 37.5', ' Features': 'Round Toe', ' Width': 'B', ' Style': 'Walking Shoes', ' Style Number (Mpn)': '1200321B121', ' Activity': 'Walking', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/TSUAAOSw5G9d5wgC/s-l300.jpg,https://i.ebayimg.com/images/g/TSYAAOSw8Udd5wgD/s-l300.jpg,https://i.ebayimg.com/images/g/SuQAAOSwbjpd5wgD/s-l300.jpg,https://i.ebayimg.com/images/g/srIAAOSwmgNd5wgE/s-l300.jpg,https://i.ebayimg.com/images/g/aSAAAOSw-uhd5wgF/s-l300.jpg,https://i.ebayimg.com/images/g/X6sAAOSwGIVd5wgG/s-l300.jpg,https://i.ebayimg.com/images/g/TSUAAOSw5G9d5wgC/s-l300.jpg,https://i.ebayimg.com/images/g/TSYAAOSw8Udd5wgD/s-l300.jpg,https://i.ebayimg.com/images/g/SuQAAOSwbjpd5wgD/s-l300.jpg,https://i.ebayimg.com/images/g/srIAAOSwmgNd5wgE/s-l300.jpg,https://i.ebayimg.com/images/g/aSAAAOSw-uhd5wgF/s-l300.jpg,https://i.ebayimg.com/images/g/X6sAAOSwGIVd5wgG/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
Dolce & Gabbana Womens Jean Jacket Blue Buttons Safetypins Distressed Cotton S,https://www.ebay.com/itm/Dolce-Gabbana-Womens-Jean-Jacket-Blue-Buttons-Safetypins-Distressed-Cotton-S/193313284374?hash=item2d025ea116:g:yN0AAOSwT6leKiyq,193313284374,"

Dolce & Gabbana Womens Jean Jacket Blue Buttons Safetypins Distressed Cotton S

Brand: Dolce & Gabbana
Size Type: Regular
Size: S
Style: Jean Jacket 
Outer Shell Material: 100% Cotton
Country/Region Of Manufacture: Italy
Length: Hip Length
Color: Blue
Pattern: Solid 
Features: Safetypins
Neckline: Collar
Closure: Buttons

Sold as pictured. Thanks for looking!

-30 day returns on unused/unworn items
-Measurements are approximate, please measure and check your favorite items at home to estimate fit
-100% authenticity guaranteed
-Items ship next business day
-We will pay return shipping if you contact us firstThis listing was easily created using the SellHound Posting App!",Pre-owned,US $175.00,"{' Condition': 'Pre-owned', ' Color': 'Blue', ' Length': 'Hip Length', ' Brand': 'Dolce & Gabbana', ' Pattern': 'Solid', ' Size Type': 'Regular', ' Features': 'Safetypins', ' Size': 'S', ' Neckline': 'Collar', ' Style': 'Jean Jacket', ' Closure': 'Buttons', ' Outer Shell Material': '100% Cotton', ' Belted': 'No', ' Country/Region of Manufacture': 'Italy', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/yN0AAOSwT6leKiyq/s-l300.jpg,https://i.ebayimg.com/images/g/-nkAAOSw50VeKiyr/s-l300.jpg,https://i.ebayimg.com/images/g/nWYAAOSwnw5eKiyr/s-l300.jpg,https://i.ebayimg.com/images/g/YpwAAOSwBY5eKiys/s-l300.jpg,https://i.ebayimg.com/images/g/N6UAAOSwWSVeKiyt/s-l300.jpg,https://i.ebayimg.com/images/g/FuEAAOSw7xZeKiyu/s-l300.jpg,https://i.ebayimg.com/images/g/ww0AAOSwmxVeKiyv/s-l300.jpg,https://i.ebayimg.com/images/g/t4EAAOSwlPFeKiyv/s-l300.jpg,https://i.ebayimg.com/images/g/8C0AAOSwhA9eKiyw/s-l300.jpg,https://i.ebayimg.com/images/g/yN0AAOSwT6leKiyq/s-l300.jpg,https://i.ebayimg.com/images/g/-nkAAOSw50VeKiyr/s-l300.jpg,https://i.ebayimg.com/images/g/nWYAAOSwnw5eKiyr/s-l300.jpg,https://i.ebayimg.com/images/g/YpwAAOSwBY5eKiys/s-l300.jpg,https://i.ebayimg.com/images/g/N6UAAOSwWSVeKiyt/s-l300.jpg,https://i.ebayimg.com/images/g/FuEAAOSw7xZeKiyu/s-l300.jpg,https://i.ebayimg.com/images/g/ww0AAOSwmxVeKiyv/s-l300.jpg,https://i.ebayimg.com/images/g/t4EAAOSwlPFeKiyv/s-l300.jpg,https://i.ebayimg.com/images/g/8C0AAOSwhA9eKiyw/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",30 day returns. Buyer pays for return shipping
Nike Air Max 1 Mens Golf Shoes White Gray Red Lace Up AQ0863-100 12 EU 46 New,https://www.ebay.com/itm/Nike-Air-Max-1-Mens-Golf-Shoes-White-Gray-Red-Lace-Up-AQ0863-100-12-EU-46-New/193227340011?hash=item2cfd3f38eb:g:OYAAAOSwR1Fd3B0d,193227340011,"
Nike Air Max 1 Men's Golf Shoes White Gray Red Lace Up AQ0863-100 12 EU 46 New

Stored: E82

Brand: Nike
Size Type: Regular
US Shoe Size: 12
Type: Shoes
Color: White
Country/Region Of Manufacture: Vietnam

Sold as pictured. Thanks for looking!",New without box,US $150.00,"{' Condition': 'New without box', ' Brand': 'Nike', ' Type': 'Shoes', ' Size Type': 'Regular', ' Color': 'White', "" US Shoe Size (Men's)"": '12', ' Country/Region Of Manufacture': 'Vietnam', ' UPC': 'Does Not Apply'}",",https://i.ebayimg.com/images/g/OYAAAOSwR1Fd3B0d/s-l300.jpg,https://i.ebayimg.com/images/g/MUEAAOSwIfFd3B0e/s-l300.jpg,https://i.ebayimg.com/images/g/7csAAOSwPGBd3B0f/s-l300.jpg,https://i.ebayimg.com/images/g/biAAAOSwqwxd3B0g/s-l300.jpg,https://i.ebayimg.com/images/g/ULwAAOSwe2Zd3B0h/s-l300.jpg,https://i.ebayimg.com/images/g/lqsAAOSw46Bd3B0i/s-l300.jpg,https://i.ebayimg.com/images/g/65EAAOSw2ohd3B0i/s-l300.jpg,https://i.ebayimg.com/images/g/cxgAAOSw-89d3B0j/s-l300.jpg,https://i.ebayimg.com/images/g/OYAAAOSwR1Fd3B0d/s-l300.jpg,https://i.ebayimg.com/images/g/MUEAAOSwIfFd3B0e/s-l300.jpg,https://i.ebayimg.com/images/g/7csAAOSwPGBd3B0f/s-l300.jpg,https://i.ebayimg.com/images/g/biAAAOSwqwxd3B0g/s-l300.jpg,https://i.ebayimg.com/images/g/ULwAAOSwe2Zd3B0h/s-l300.jpg,https://i.ebayimg.com/images/g/lqsAAOSw46Bd3B0i/s-l300.jpg,https://i.ebayimg.com/images/g/65EAAOSw2ohd3B0i/s-l300.jpg,https://i.ebayimg.com/images/g/cxgAAOSw-89d3B0j/s-l300.jpg","
$25.00

","
				USPS First Class Mail International / First Class Package International Service
",Seller does not accept returns
